Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Media Monitoring,,,,2022-01-26 14:51:01,2022-01-26 14:51:35,34.890s,PASSED
,,,,,,,
Test Cases/CheckClips,,,,2022-01-26 14:51:01,2022-01-26 14:51:35,34.739s,PASSED
Start listener action : sampleBeforeTestCase,,,,2022-01-26 14:51:01,2022-01-26 14:51:04,3.668s,PASSED
ids = CropResponse().getIdsList(Clips),,,,2022-01-26 14:51:05,2022-01-26 14:51:05,0.711s,PASSED
statusCode = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2022-01-26 14:51:05,2022-01-26 14:51:05,0.001s,PASSED
responseBody = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2022-01-26 14:51:05,2022-01-26 14:51:05,0.000s,PASSED
DRM = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2022-01-26 14:51:05,2022-01-26 14:51:05,0.001s,PASSED
DRMStatusCode = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2022-01-26 14:51:05,2022-01-26 14:51:05,0.000s,PASSED
DRMresponseBody = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2022-01-26 14:51:05,2022-01-26 14:51:05,0.001s,PASSED
urlFlag = true,,,,2022-01-26 14:51:05,2022-01-26 14:51:05,0.001s,PASSED
DRMFlag = true,,,,2022-01-26 14:51:05,2022-01-26 14:51:05,0.000s,PASSED
url = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2022-01-26 14:51:05,2022-01-26 14:51:05,0.001s,PASSED
"for ([i = 0, i < ids.size(), (i++)])",,,,2022-01-26 14:51:05,2022-01-26 14:51:35,30.121s,PASSED
Start listener action : sampleAfterTestCase,,,,2022-01-26 14:51:35,2022-01-26 14:51:35,0.005s,PASSED
